,dag,mccabe,dag_nodes,dag_edges,p_conditional,p_edge,p_invert_edge,structural_hamming_distance,total_tests,n_tests,num_jobs,new_mccabe,mutation_score,true_positives,true_negatives,false_positives,false_negatives
6729,misspecified_dag_100,50,30,99,0.75,0.75,1.0,427,4340,10,489,22,0.23975409836065573,274.0,48038.0,162849.0,631.0
6730,original_dag,59,30,435,1.0,1.0,0.0,0,435,1,436,30,0.7218390804597701,1157.0,113683.0,73940.0,445.0
6731,misspecified_dag_75,59,30,120,1.0,1.0,0.75,315,435,1,436,30,0.2574712643678161,327.0,58398.0,129994.0,506.0
6732,misspecified_dag_50,59,30,234,1.0,1.0,0.5,201,435,1,436,30,0.4666666666666667,630.0,95505.0,92501.0,589.0
6733,misspecified_dag_25,59,30,339,1.0,1.0,0.25,96,435,1,436,30,0.6022988505747127,818.0,111847.0,75759.0,801.0
6734,misspecified_dag_100,59,30,0,1.0,1.0,1.0,435,435,1,436,30,0.22528735632183908,857.0,22633.0,165030.0,705.0
6735,original_dag,39,30,316,0.5,0.75,0.0,0,2170,5,472,11,0.9745222929936306,1002.0,194463.0,8790.0,159.0
6736,misspecified_dag_75,39,30,183,0.5,0.75,0.75,323,2170,5,472,11,0.11677282377919321,84.0,81870.0,122280.0,180.0
6737,misspecified_dag_50,39,30,219,0.5,0.75,0.5,199,2170,5,472,11,0.27176220806794055,208.0,102941.0,101080.0,185.0
6738,misspecified_dag_25,39,30,266,0.5,0.75,0.25,104,2170,5,472,11,0.4012738853503185,415.0,136646.0,67124.0,229.0
6739,misspecified_dag_100,39,30,116,0.5,0.75,1.0,432,2170,5,472,11,0.13588110403397027,106.0,50762.0,153410.0,136.0
6740,original_dag,36,30,346,0.25,0.75,0.0,0,2175,5,464,7,0.9481641468682506,736.0,193261.0,7304.0,104.0
6741,misspecified_dag_75,36,30,128,0.25,0.75,0.75,342,2175,5,464,7,0.06695464362850972,48.0,59216.0,142039.0,102.0
6742,misspecified_dag_50,36,30,213,0.25,0.75,0.5,205,2175,5,464,7,0.12742980561555076,80.0,97150.0,104063.0,112.0
6743,misspecified_dag_25,36,30,285,0.25,0.75,0.25,97,2175,5,464,7,0.31965442764578833,254.0,134479.0,66506.0,166.0
6744,misspecified_dag_100,36,30,89,0.25,0.75,1.0,435,2175,5,464,7,0.06479481641468683,34.0,37469.0,163821.0,81.0
6745,original_dag,49,30,98,1.0,0.25,0.0,0,2100,5,553,25,0.9619565217391305,1802.0,227830.0,2201.0,7.0
6746,misspecified_dag_75,49,30,239,1.0,0.25,0.75,291,2100,5,553,25,0.32608695652173914,360.0,81336.0,149403.0,741.0
6747,misspecified_dag_50,49,30,186,1.0,0.25,0.5,174,2100,5,553,25,0.5036231884057971,586.0,124166.0,106371.0,717.0
6748,misspecified_dag_25,49,30,141,1.0,0.25,0.25,79,2100,5,553,25,0.7663043478260869,1224.0,172656.0,57571.0,389.0
6749,misspecified_dag_100,49,30,276,1.0,0.25,1.0,374,2100,5,553,25,0.19202898550724637,300.0,62628.0,168134.0,778.0
6750,original_dag,36,30,223,0.25,0.5,0.0,0,4340,10,471,8,1.0,1490.0,202490.0,0.0,0.0
6751,misspecified_dag_75,36,30,212,0.25,0.5,0.75,317,4340,10,471,8,0.1829787234042553,139.0,87281.0,116331.0,229.0
6752,misspecified_dag_50,36,30,217,0.25,0.5,0.5,220,4340,10,471,8,0.29148936170212764,264.0,105486.0,97992.0,238.0
6753,misspecified_dag_25,36,30,225,0.25,0.5,0.25,102,4340,10,471,8,0.4978723404255319,582.0,135718.0,67436.0,244.0
6754,misspecified_dag_100,36,30,203,0.25,0.5,1.0,426,4340,10,471,8,0.14468085106382977,122.0,73668.0,129983.0,207.0
6755,original_dag,59,30,435,1.0,1.0,0.0,0,2175,5,436,30,0.9540229885057471,1055.0,172075.0,15990.0,105.0
6756,misspecified_dag_75,59,30,116,1.0,1.0,0.75,319,2175,5,436,30,0.16091954022988506,104.0,51226.0,137689.0,206.0
6757,misspecified_dag_50,59,30,237,1.0,1.0,0.5,198,2175,5,436,30,0.2160919540229885,146.0,104254.0,84723.0,102.0
6758,misspecified_dag_25,59,30,328,1.0,1.0,0.25,107,2175,5,436,30,0.3793103448275862,331.0,140609.0,48182.0,103.0
6759,misspecified_dag_100,59,30,0,1.0,1.0,1.0,435,2175,5,436,30,0.08735632183908046,74.0,5581.0,183326.0,244.0
6760,original_dag,43,30,326,0.5,0.75,0.0,0,4350,10,483,14,0.9937759336099585,1044.0,205734.0,2827.0,65.0
6761,misspecified_dag_75,43,30,166,0.5,0.75,0.75,328,4350,10,483,14,0.12240663900414937,75.0,77045.0,132387.0,163.0
6762,misspecified_dag_50,43,30,211,0.5,0.75,0.5,209,4350,10,483,14,0.16597510373443983,111.0,99663.0,109705.0,191.0
6763,misspecified_dag_25,43,30,272,0.5,0.75,0.25,104,4350,10,483,14,0.2987551867219917,238.0,138578.0,70669.0,185.0
6764,misspecified_dag_100,43,30,109,0.5,0.75,1.0,435,4350,10,483,14,0.1991701244813278,198.0,49448.0,159778.0,246.0
6765,original_dag,57,30,317,1.0,0.75,0.0,0,434,1,528,29,0.6755218216318786,754.0,159981.0,67580.0,403.0
6766,misspecified_dag_75,57,30,168,1.0,0.75,0.75,313,434,1,528,29,0.3092979127134725,450.0,85451.0,142292.0,525.0
6767,misspecified_dag_50,57,30,216,1.0,0.75,0.5,205,434,1,528,29,0.44212523719165087,637.0,111087.0,116263.0,731.0
6768,misspecified_dag_25,57,30,263,1.0,0.75,0.25,106,434,1,528,29,0.5066413662239089,704.0,137370.0,89927.0,717.0
6769,misspecified_dag_100,57,30,111,1.0,0.75,1.0,428,434,1,528,29,0.2618595825426945,388.0,60744.0,166995.0,591.0
6770,original_dag,42,30,108,0.5,0.25,0.0,0,432,1,540,15,0.7717996289424861,1308.0,220760.0,10693.0,87.0
6771,misspecified_dag_75,42,30,240,0.5,0.25,0.75,304,432,1,540,15,0.38404452690166974,487.0,93299.0,138532.0,530.0
6772,misspecified_dag_50,42,30,191,0.5,0.25,0.5,193,432,1,540,15,0.4675324675324675,630.0,126035.0,105729.0,454.0
6773,misspecified_dag_25,42,30,149,0.5,0.25,0.25,95,432,1,540,15,0.6196660482374768,920.0,164553.0,67011.0,364.0
6774,misspecified_dag_100,42,30,298,0.5,0.25,1.0,406,432,1,540,15,0.21521335807050093,306.0,75693.0,156257.0,592.0
6775,original_dag,57,30,316,1.0,0.75,0.0,0,434,1,516,29,0.6757281553398058,785.0,153715.0,68518.0,492.0
6776,misspecified_dag_75,57,30,183,1.0,0.75,0.75,323,434,1,516,29,0.44271844660194176,808.0,98587.0,123264.0,851.0
6777,misspecified_dag_50,57,30,219,1.0,0.75,0.5,199,434,1,516,29,0.5087378640776699,940.0,124205.0,97688.0,677.0
6778,misspecified_dag_25,57,30,266,1.0,0.75,0.25,104,434,1,516,29,0.5203883495145631,644.0,126561.0,95615.0,690.0
6779,misspecified_dag_100,57,30,116,1.0,0.75,1.0,432,434,1,516,29,0.39029126213592236,801.0,72844.0,148971.0,894.0
6780,original_dag,38,30,104,0.5,0.25,0.0,0,429,1,475,12,0.8459915611814346,1188.0,196944.0,5176.0,38.0
6781,misspecified_dag_75,38,30,257,0.5,0.25,0.75,307,429,1,475,12,0.3860759493670886,411.0,83961.0,118458.0,516.0
6782,misspecified_dag_50,38,30,203,0.5,0.25,0.5,213,429,1,475,12,0.41561181434599154,408.0,101028.0,101431.0,479.0
6783,misspecified_dag_25,38,30,155,0.5,0.25,0.25,97,429,1,475,12,0.6160337552742616,842.0,143254.0,58877.0,373.0
6784,misspecified_dag_100,38,30,295,0.5,0.25,1.0,399,429,1,475,12,0.2088607594936709,256.0,63734.0,138848.0,508.0
6785,original_dag,34,30,235,0.25,0.5,0.0,0,435,1,443,5,0.9751131221719457,1186.0,187990.0,3074.0,20.0
6786,misspecified_dag_75,34,30,206,0.25,0.5,0.75,315,435,1,443,5,0.21266968325791855,167.0,90001.0,101976.0,126.0
6787,misspecified_dag_50,34,30,220,0.25,0.5,0.5,231,435,1,443,5,0.2669683257918552,226.0,98340.0,93532.0,172.0
6788,misspecified_dag_25,34,30,237,0.25,0.5,0.25,104,435,1,443,5,0.4751131221719457,347.0,123413.0,68284.0,226.0
6789,misspecified_dag_100,34,30,200,0.25,0.5,1.0,435,435,1,443,5,0.18099547511312217,176.0,78942.0,113015.0,137.0
6790,original_dag,45,30,228,0.5,0.5,0.0,0,432,1,496,18,0.7535353535353535,979.0,191576.0,21124.0,161.0
6791,misspecified_dag_75,45,30,189,0.5,0.5,0.75,321,432,1,496,18,0.301010101010101,359.0,80821.0,132226.0,434.0
6792,misspecified_dag_50,45,30,218,0.5,0.5,0.5,200,432,1,496,18,0.4444444444444444,599.0,109786.0,102918.0,537.0
6793,misspecified_dag_25,45,30,223,0.5,0.5,0.25,95,432,1,496,18,0.5898989898989899,659.0,137446.0,75202.0,533.0
6794,misspecified_dag_100,45,30,181,0.5,0.5,1.0,409,432,1,496,18,0.2080808080808081,227.0,69073.0,144158.0,382.0
6795,original_dag,48,30,119,0.75,0.25,0.0,0,432,1,547,21,0.6446886446886447,957.0,209799.0,24986.0,130.0
6796,misspecified_dag_75,48,30,249,0.75,0.25,0.75,316,432,1,547,21,0.315018315018315,425.0,94579.0,140228.0,640.0
6797,misspecified_dag_50,48,30,207,0.75,0.25,0.5,220,432,1,547,21,0.4010989010989011,493.0,115805.0,119072.0,502.0
6798,misspecified_dag_25,48,30,166,0.75,0.25,0.25,109,432,1,547,21,0.5238095238095238,670.0,154394.0,80432.0,376.0
6799,misspecified_dag_100,48,30,296,0.75,0.25,1.0,415,432,1,547,21,0.2271062271062271,334.0,78836.0,156043.0,659.0
6800,original_dag,53,30,109,1.0,0.25,0.0,0,4290,10,655,27,0.9862385321100917,2052.0,275898.0,2571.0,45.0
6801,misspecified_dag_75,53,30,245,1.0,0.25,0.75,296,4290,10,655,27,0.44495412844036697,614.0,104026.0,174901.0,1025.0
6802,misspecified_dag_50,53,30,198,1.0,0.25,0.5,201,4290,10,655,27,0.5825688073394495,947.0,140971.0,137840.0,808.0
6803,misspecified_dag_25,53,30,156,1.0,0.25,0.25,109,4290,10,655,27,0.7370030581039755,1384.0,188930.0,89664.0,588.0
6804,misspecified_dag_100,53,30,295,1.0,0.25,1.0,404,4290,10,655,27,0.22324159021406728,384.0,83328.0,195895.0,959.0
6805,original_dag,43,30,317,0.5,0.75,0.0,0,2170,5,484,15,0.979296066252588,1077.0,198885.0,9544.0,116.0
6806,misspecified_dag_75,43,30,168,0.5,0.75,0.75,313,2170,5,484,15,0.14906832298136646,122.0,76192.0,133150.0,158.0
6807,misspecified_dag_50,43,30,216,0.5,0.75,0.5,205,2170,5,484,15,0.22153209109730848,170.0,98845.0,110415.0,192.0
6808,misspecified_dag_25,43,30,263,0.5,0.75,0.25,106,2170,5,484,15,0.3498964803312629,282.0,132060.0,77008.0,272.0
6809,misspecified_dag_100,43,30,111,0.5,0.75,1.0,428,2170,5,484,15,0.08074534161490683,66.0,49683.0,159743.0,130.0
6810,original_dag,57,30,328,1.0,0.75,0.0,0,4340,10,519,29,0.9826254826254827,1676.0,216402.0,6671.0,63.0
6811,misspecified_dag_75,57,30,152,1.0,0.75,0.75,322,4340,10,519,29,0.20463320463320464,212.0,78524.0,145813.0,263.0
6812,misspecified_dag_50,57,30,212,1.0,0.75,0.5,216,4340,10,519,29,0.2857142857142857,258.0,111630.0,112740.0,184.0
6813,misspecified_dag_25,57,30,270,1.0,0.75,0.25,112,4340,10,519,29,0.4266409266409266,509.0,146085.0,77889.0,329.0
6814,misspecified_dag_100,57,30,99,1.0,0.75,1.0,427,4340,10,519,29,0.16988416988416988,162.0,52156.0,172138.0,356.0
6815,original_dag,48,30,435,0.5,1.0,0.0,0,4350,10,436,19,0.9954022988505747,1102.0,185513.0,2589.0,21.0
6816,misspecified_dag_75,48,30,107,0.5,1.0,0.75,328,4350,10,436,19,0.052873563218390804,30.0,46950.0,142151.0,94.0
6817,misspecified_dag_50,48,30,200,0.5,1.0,0.5,235,4350,10,436,19,0.12183908045977011,75.0,86925.0,102125.0,100.0
6818,misspecified_dag_25,48,30,315,0.5,1.0,0.25,120,4350,10,436,19,0.2689655172413793,205.0,135080.0,53832.0,108.0
6819,misspecified_dag_100,48,30,0,0.5,1.0,1.0,435,4350,10,436,19,0.10574712643678161,84.0,4266.0,184785.0,90.0
6820,original_dag,33,30,103,0.25,0.25,0.0,0,2125,5,429,8,0.9649532710280374,1376.0,176672.0,3845.0,7.0
6821,misspecified_dag_75,33,30,217,0.25,0.25,0.75,284,2125,5,429,8,0.31542056074766356,248.0,71228.0,109961.0,463.0
6822,misspecified_dag_50,33,30,179,0.25,0.25,0.5,194,2125,5,429,8,0.45093457943925236,369.0,86515.0,94613.0,403.0
6823,misspecified_dag_25,33,30,135,0.25,0.25,0.25,90,2125,5,429,8,0.6448598130841121,660.0,121320.0,59566.0,354.0
6824,misspecified_dag_100,33,30,269,0.25,0.25,1.0,372,2125,5,429,8,0.15654205607476634,152.0,55916.0,125377.0,455.0
6825,original_dag,35,30,435,0.25,1.0,0.0,0,2175,5,436,6,0.993103448275862,602.0,186013.0,2601.0,9.0
6826,misspecified_dag_75,35,30,122,0.25,1.0,0.75,313,2175,5,436,6,0.03218390804597701,14.0,52621.0,136546.0,44.0
6827,misspecified_dag_50,35,30,233,0.25,1.0,0.5,202,2175,5,436,6,0.12413793103448276,64.0,100856.0,88262.0,43.0
6828,misspecified_dag_25,35,30,344,0.25,1.0,0.25,91,2175,5,436,6,0.23908045977011494,136.0,149069.0,39968.0,52.0
6829,misspecified_dag_100,35,30,0,0.25,1.0,1.0,435,2175,5,436,6,0.020689655172413793,9.0,426.0,188756.0,34.0
6830,original_dag,52,30,237,0.75,0.5,0.0,0,4350,10,549,23,0.9507299270072993,1735.0,227329.0,9275.0,41.0
6831,misspecified_dag_75,52,30,201,0.75,0.5,0.75,324,4350,10,549,23,0.2281021897810219,305.0,96143.0,141503.0,429.0
6832,misspecified_dag_50,52,30,214,0.75,0.5,0.5,223,4350,10,549,23,0.36496350364963503,453.0,114079.0,123371.0,477.0
6833,misspecified_dag_25,52,30,230,0.75,0.5,0.25,105,4350,10,549,23,0.5182481751824818,702.0,151094.0,86137.0,447.0
6834,misspecified_dag_100,52,30,198,0.75,0.5,1.0,435,4350,10,549,23,0.20802919708029197,261.0,91803.0,145993.0,323.0
6835,original_dag,41,30,435,0.5,1.0,0.0,0,2175,5,436,12,0.9885057471264368,984.0,182151.0,6040.0,50.0
6836,misspecified_dag_75,41,30,107,0.5,1.0,0.75,328,2175,5,436,12,0.17011494252873563,157.0,48563.0,140224.0,281.0
6837,misspecified_dag_50,41,30,221,0.5,1.0,0.5,214,2175,5,436,12,0.15402298850574714,104.0,96031.0,92941.0,149.0
6838,misspecified_dag_25,41,30,319,0.5,1.0,0.25,116,2175,5,436,12,0.2689655172413793,225.0,135930.0,52878.0,192.0
6839,misspecified_dag_100,41,30,0,0.5,1.0,1.0,435,2175,5,436,12,0.10574712643678161,137.0,9433.0,179424.0,231.0
6840,original_dag,35,30,98,0.5,0.25,0.0,0,4200,10,450,11,0.9910913140311804,1717.0,185067.0,1796.0,0.0
6841,misspecified_dag_75,35,30,239,0.5,0.25,0.75,291,4200,10,450,11,0.2984409799554566,253.0,70240.0,117562.0,525.0
6842,misspecified_dag_50,35,30,186,0.5,0.25,0.5,174,4200,10,450,11,0.5167037861915368,537.0,104529.0,82997.0,517.0
6843,misspecified_dag_25,35,30,141,0.5,0.25,0.25,79,4200,10,450,11,0.755011135857461,1104.0,142127.0,45028.0,321.0
6844,misspecified_dag_100,35,30,276,0.5,0.25,1.0,374,4200,10,450,11,0.14699331848552338,178.0,56396.0,131422.0,584.0
6845,original_dag,42,30,104,0.5,0.25,0.0,0,2145,5,460,16,0.9912854030501089,1718.0,194275.0,918.0,0.0
6846,misspecified_dag_75,42,30,246,0.5,0.25,0.75,292,2145,5,460,16,0.3681917211328976,354.0,88233.0,107853.0,471.0
6847,misspecified_dag_50,42,30,192,0.5,0.25,0.5,200,2145,5,460,16,0.5119825708061002,498.0,105531.0,90396.0,486.0
6848,misspecified_dag_25,42,30,149,0.5,0.25,0.25,99,2145,5,460,16,0.7254901960784313,1002.0,141288.0,54276.0,345.0
6849,misspecified_dag_100,42,30,281,0.5,0.25,1.0,385,2145,5,460,16,0.19825708061002179,284.0,68566.0,127515.0,546.0
6850,original_dag,47,30,331,0.5,0.75,0.0,0,435,1,487,18,0.808641975308642,901.0,173087.0,37086.0,336.0
6851,misspecified_dag_75,47,30,163,0.5,0.75,0.75,330,435,1,487,18,0.3292181069958848,454.0,81680.0,128829.0,447.0
6852,misspecified_dag_50,47,30,220,0.5,0.75,0.5,217,435,1,487,18,0.37448559670781895,463.0,105971.0,104560.0,416.0
6853,misspecified_dag_25,47,30,278,0.5,0.75,0.25,109,435,1,487,18,0.43004115226337447,441.0,127863.0,82680.0,426.0
6854,misspecified_dag_100,47,30,104,0.5,0.75,1.0,435,435,1,487,18,0.2037037037037037,224.0,51292.0,159515.0,379.0
6855,original_dag,42,30,108,0.5,0.25,0.0,0,4320,10,540,15,0.9684601113172542,2047.0,229184.0,1607.0,10.0
6856,misspecified_dag_75,42,30,240,0.5,0.25,0.75,304,4320,10,540,15,0.3562152133580705,392.0,91777.0,140048.0,631.0
6857,misspecified_dag_50,42,30,191,0.5,0.25,0.5,193,4320,10,540,15,0.49907235621521334,630.0,118489.0,113180.0,549.0
6858,misspecified_dag_25,42,30,149,0.5,0.25,0.25,95,4320,10,540,15,0.686456400742115,1145.0,160016.0,71261.0,426.0
6859,misspecified_dag_100,42,30,298,0.5,0.25,1.0,406,4320,10,540,15,0.19851576994434136,274.0,80576.0,151375.0,623.0
6860,original_dag,42,30,435,0.5,1.0,0.0,0,2175,5,436,13,0.9747126436781609,564.0,176481.0,12111.0,69.0
6861,misspecified_dag_75,42,30,113,0.5,1.0,0.75,322,2175,5,436,13,0.08275862068965517,47.0,51283.0,137837.0,58.0
6862,misspecified_dag_50,42,30,242,0.5,1.0,0.5,193,2175,5,436,13,0.2,131.0,104269.0,84749.0,76.0
6863,misspecified_dag_25,42,30,341,0.5,1.0,0.25,94,2175,5,436,13,0.271264367816092,246.0,145479.0,43416.0,84.0
6864,misspecified_dag_100,42,30,0,0.5,1.0,1.0,435,2175,5,436,13,0.006896551724137931,3.0,1737.0,187392.0,93.0
6865,original_dag,49,30,215,0.75,0.5,0.0,0,4340,10,577,21,0.9965277777777778,2162.0,245518.0,2273.0,31.0
6866,misspecified_dag_75,49,30,225,0.75,0.5,0.75,332,4340,10,577,21,0.3611111111111111,428.0,112468.0,136689.0,399.0
6867,misspecified_dag_50,49,30,222,0.75,0.5,0.5,213,4340,10,577,21,0.3194444444444444,368.0,126928.0,122254.0,434.0
6868,misspecified_dag_25,49,30,215,0.75,0.5,0.25,106,4340,10,577,21,0.4548611111111111,595.0,152045.0,96908.0,436.0
6869,misspecified_dag_100,49,30,214,0.75,0.5,1.0,429,4340,10,577,21,0.2725694444444444,376.0,93512.0,155624.0,472.0
6870,original_dag,53,30,121,1.0,0.25,0.0,0,2145,5,570,27,0.9595782073813708,1930.0,234205.0,7930.0,36.0
6871,misspecified_dag_75,53,30,234,1.0,0.25,0.75,303,2145,5,570,27,0.4358523725834798,536.0,89366.0,153362.0,837.0
6872,misspecified_dag_50,53,30,199,1.0,0.25,0.5,214,2145,5,570,27,0.5289982425307557,723.0,115353.0,127403.0,622.0
6873,misspecified_dag_25,53,30,162,1.0,0.25,0.25,107,2145,5,570,27,0.6889279437609842,1108.0,163902.0,78566.0,525.0
6874,misspecified_dag_100,53,30,272,1.0,0.25,1.0,393,2145,5,570,27,0.2530755711775044,400.0,70725.0,172149.0,827.0
6875,original_dag,35,30,110,0.25,0.25,0.0,0,434,1,463,7,0.9004329004329005,1325.0,192253.0,6891.0,39.0
6876,misspecified_dag_75,35,30,266,0.25,0.25,0.75,314,434,1,463,7,0.35064935064935066,358.0,75410.0,124203.0,537.0
6877,misspecified_dag_50,35,30,218,0.25,0.25,0.5,216,434,1,463,7,0.5086580086580087,430.0,94280.0,105272.0,526.0
6878,misspecified_dag_25,35,30,157,0.25,0.25,0.25,111,434,1,463,7,0.6017316017316018,697.0,128663.0,70747.0,401.0
6879,misspecified_dag_100,35,30,314,0.25,0.25,1.0,424,434,1,463,7,0.23376623376623376,293.0,61153.0,138525.0,537.0
6880,original_dag,37,30,323,0.25,0.75,0.0,0,4340,10,458,9,1.0,992.0,195975.0,1353.0,18.0
6881,misspecified_dag_75,37,30,163,0.25,0.75,0.75,314,4340,10,458,9,0.13785557986870897,81.0,74867.0,123290.0,100.0
6882,misspecified_dag_50,37,30,218,0.25,0.75,0.5,215,4340,10,458,9,0.19912472647702406,128.0,99955.0,98142.0,113.0
6883,misspecified_dag_25,37,30,269,0.25,0.75,0.25,106,4340,10,458,9,0.387308533916849,295.0,130407.0,67416.0,220.0
6884,misspecified_dag_100,37,30,104,0.25,0.75,1.0,427,4340,10,458,9,0.09846827133479212,65.0,44721.0,153413.0,139.0
6885,original_dag,48,30,119,0.75,0.25,0.0,0,4290,10,544,22,0.9594843462246777,1872.0,228903.0,2168.0,4.0
6886,misspecified_dag_75,48,30,238,0.75,0.25,0.75,295,4290,10,544,22,0.27624309392265195,293.0,89845.0,142229.0,580.0
6887,misspecified_dag_50,48,30,209,0.75,0.25,0.5,198,4290,10,544,22,0.40515653775322286,508.0,118952.0,112901.0,586.0
6888,misspecified_dag_25,48,30,172,0.75,0.25,0.25,101,4290,10,544,22,0.570902394106814,745.0,152381.0,79305.0,516.0
6889,misspecified_dag_100,48,30,276,0.75,0.25,1.0,395,4290,10,544,22,0.20626151012891344,260.0,82819.0,149337.0,531.0
6890,original_dag,46,30,435,0.5,1.0,0.0,0,2175,5,436,17,0.9655172413793104,1029.0,176886.0,11242.0,68.0
6891,misspecified_dag_75,46,30,111,0.5,1.0,0.75,324,2175,5,436,17,0.167816091954023,98.0,53407.0,135618.0,102.0
6892,misspecified_dag_50,46,30,222,0.5,1.0,0.5,213,2175,5,436,17,0.2206896551724138,140.0,97735.0,91243.0,107.0
6893,misspecified_dag_25,46,30,336,0.5,1.0,0.25,99,2175,5,436,17,0.38850574712643676,370.0,142310.0,46380.0,165.0
6894,misspecified_dag_100,46,30,0,0.5,1.0,1.0,435,2175,5,436,17,0.08275862068965517,56.0,5164.0,183825.0,180.0
6895,original_dag,55,30,239,1.0,0.5,0.0,0,4320,10,570,28,0.9894551845342706,2108.0,238579.0,5073.0,48.0
6896,misspecified_dag_75,55,30,181,1.0,0.5,0.75,318,4320,10,570,28,0.2671353251318102,337.0,91272.0,153699.0,500.0
6897,misspecified_dag_50,55,30,202,1.0,0.5,0.5,219,4320,10,570,28,0.37785588752196836,494.0,117289.0,127473.0,552.0
6898,misspecified_dag_25,55,30,216,1.0,0.5,0.25,101,4320,10,570,28,0.5817223198594025,890.0,159568.0,84934.0,416.0
6899,misspecified_dag_100,55,30,173,1.0,0.5,1.0,412,4320,10,570,28,0.3462214411247803,523.0,83120.0,161443.0,722.0
6900,original_dag,54,30,214,0.75,0.5,0.0,0,2175,5,604,25,0.978441127694859,1929.0,248919.0,11325.0,132.0
6901,misspecified_dag_75,54,30,200,0.75,0.5,0.75,332,2175,5,604,25,0.32669983416252074,382.0,99113.0,162285.0,525.0
6902,misspecified_dag_50,54,30,205,0.75,0.5,0.5,221,2175,5,604,25,0.49585406301824214,627.0,132033.0,129041.0,604.0
6903,misspecified_dag_25,54,30,191,0.75,0.5,0.25,117,2175,5,604,25,0.5903814262023217,822.0,160179.0,100713.0,591.0
6904,misspecified_dag_100,54,30,221,0.75,0.5,1.0,435,2175,5,604,25,0.24212271973466004,331.0,90722.0,170806.0,446.0
6905,original_dag,37,30,218,0.25,0.5,0.0,0,2170,5,458,9,1.0,1383.0,195584.0,1354.0,17.0
6906,misspecified_dag_75,37,30,211,0.25,0.5,0.75,311,2170,5,458,9,0.2275711159737418,157.0,83931.0,114046.0,204.0
6907,misspecified_dag_50,37,30,209,0.25,0.5,0.5,213,2170,5,458,9,0.2844638949671772,228.0,94828.0,103015.0,267.0
6908,misspecified_dag_25,37,30,206,0.25,0.5,0.25,104,2170,5,458,9,0.4923413566739606,482.0,124736.0,72842.0,278.0
6909,misspecified_dag_100,37,30,204,0.25,0.5,1.0,422,2170,5,458,9,0.15536105032822758,120.0,67059.0,130914.0,245.0
6910,original_dag,42,30,209,0.5,0.5,0.0,0,2170,5,507,14,0.9782608695652174,1723.0,210291.0,7504.0,86.0
6911,misspecified_dag_75,42,30,220,0.5,0.5,0.75,327,2170,5,507,14,0.32806324110671936,333.0,87711.0,130968.0,592.0
6912,misspecified_dag_50,42,30,199,0.5,0.5,0.5,204,2170,5,507,14,0.38735177865612647,344.0,103386.0,115426.0,448.0
6913,misspecified_dag_25,42,30,210,0.5,0.5,0.25,95,2170,5,507,14,0.5592885375494071,721.0,133875.0,84537.0,471.0
6914,misspecified_dag_100,42,30,217,0.5,0.5,1.0,426,2170,5,507,14,0.19367588932806323,204.0,82274.0,136760.0,366.0
6915,original_dag,44,30,219,0.25,0.5,0.0,0,434,1,547,16,0.7985347985347986,1111.0,210737.0,24877.0,239.0
6916,misspecified_dag_75,44,30,195,0.25,0.5,0.75,326,434,1,547,16,0.3901098901098901,485.0,91243.0,144842.0,394.0
6917,misspecified_dag_50,44,30,213,0.25,0.5,0.5,232,434,1,547,16,0.3516483516483517,486.0,117450.0,118579.0,449.0
6918,misspecified_dag_25,44,30,207,0.25,0.5,0.25,118,434,1,547,16,0.43772893772893773,584.0,137008.0,98849.0,523.0
6919,misspecified_dag_100,44,30,206,0.25,0.5,1.0,425,434,1,547,16,0.24725274725274726,264.0,73992.0,162316.0,392.0
6920,original_dag,42,30,103,0.5,0.25,0.0,0,4250,10,515,17,0.9863813229571985,1842.0,215066.0,1517.0,25.0
6921,misspecified_dag_75,42,30,217,0.5,0.25,0.75,284,4250,10,515,17,0.32684824902723736,335.0,82419.0,135076.0,620.0
6922,misspecified_dag_50,42,30,179,0.5,0.25,0.5,194,4250,10,515,17,0.4883268482490272,551.0,105333.0,112056.0,510.0
6923,misspecified_dag_25,42,30,135,0.5,0.25,0.25,90,4250,10,515,17,0.6556420233463035,850.0,144612.0,72499.0,489.0
6924,misspecified_dag_100,42,30,269,0.5,0.25,1.0,372,4250,10,515,17,0.1517509727626459,200.0,64564.0,153018.0,668.0
6925,original_dag,31,30,219,0.25,0.5,0.0,0,432,1,428,4,0.9672131147540983,1153.0,178187.0,5015.0,109.0
6926,misspecified_dag_75,31,30,200,0.25,0.5,0.75,299,432,1,428,4,0.1920374707259953,126.0,75453.0,108699.0,186.0
6927,misspecified_dag_50,31,30,201,0.25,0.5,0.5,202,432,1,428,4,0.30210772833723654,214.0,90737.0,93293.0,220.0
6928,misspecified_dag_25,31,30,199,0.25,0.5,0.25,106,432,1,428,4,0.40046838407494145,321.0,107283.0,76659.0,201.0
6929,misspecified_dag_100,31,30,193,0.25,0.5,1.0,412,432,1,428,4,0.13817330210772832,84.0,63966.0,120208.0,206.0
6930,original_dag,51,30,435,0.75,1.0,0.0,0,2175,5,436,22,0.9563218390804598,987.0,170403.0,17685.0,150.0
6931,misspecified_dag_75,51,30,114,0.75,1.0,0.75,321,2175,5,436,22,0.28045977011494255,294.0,56691.0,131989.0,251.0
6932,misspecified_dag_50,51,30,225,0.75,1.0,0.5,210,2175,5,436,22,0.32873563218390806,411.0,98769.0,89694.0,351.0
6933,misspecified_dag_25,51,30,325,0.75,1.0,0.25,110,2175,5,436,22,0.41839080459770117,397.0,137063.0,51586.0,179.0
