,dag,mccabe,dag_nodes,dag_edges,p_conditional,p_edge,p_invert_edge,structural_hamming_distance,total_tests,n_tests,num_jobs,new_mccabe,mutation_score,true_positives,true_negatives,false_positives,false_negatives
208,misspecified_dag_25,33,30,166,0.25,0.25,0.25,109,432,1,445,6,0.6621621621621622,738.0,128022.0,62638.0,410.0
209,misspecified_dag_100,33,30,296,0.25,0.25,1.0,415,432,1,445,6,0.20495495495495494,244.0,62804.0,128234.0,526.0
210,original_dag,55,30,230,1.0,0.5,0.0,0,2160,5,574,28,0.9528795811518325,1734.0,234342.0,11335.0,125.0
211,misspecified_dag_75,55,30,197,1.0,0.5,0.75,321,2160,5,574,28,0.22338568935427575,291.0,99411.0,147451.0,383.0
212,misspecified_dag_50,55,30,214,1.0,0.5,0.5,216,2160,5,574,28,0.38917975567190227,573.0,127779.0,118708.0,476.0
213,misspecified_dag_25,55,30,214,1.0,0.5,0.25,108,2160,5,574,28,0.47469458987783597,740.0,147667.0,98673.0,456.0
214,misspecified_dag_100,55,30,187,1.0,0.5,1.0,417,2160,5,574,28,0.24607329842931938,308.0,85642.0,161209.0,377.0
215,original_dag,39,30,209,0.5,0.5,0.0,0,2160,5,486,12,0.9731958762886598,1584.0,204541.0,3374.0,21.0
216,misspecified_dag_75,39,30,218,0.5,0.5,0.75,311,2160,5,486,12,0.1979381443298969,219.0,93871.0,115196.0,234.0
217,misspecified_dag_50,39,30,209,0.5,0.5,0.5,190,2160,5,486,12,0.27835051546391754,237.0,109373.0,99696.0,214.0
218,misspecified_dag_25,39,30,205,0.5,0.5,0.25,92,2160,5,486,12,0.45979381443298967,469.0,130966.0,77842.0,243.0
219,misspecified_dag_100,39,30,209,0.5,0.5,1.0,418,2160,5,486,12,0.20824742268041238,252.0,82683.0,126257.0,328.0
220,original_dag,53,30,235,0.75,0.5,0.0,0,435,1,535,24,0.7172284644194756,1054.0,191186.0,39827.0,223.0
221,misspecified_dag_75,53,30,206,0.75,0.5,0.75,315,435,1,535,24,0.4044943820224719,655.0,113087.0,118030.0,518.0
222,misspecified_dag_50,53,30,220,0.75,0.5,0.5,231,435,1,535,24,0.38202247191011235,538.0,114272.0,116822.0,658.0
223,misspecified_dag_25,53,30,237,0.75,0.5,0.25,104,435,1,535,24,0.5299625468164794,815.0,142831.0,88237.0,407.0
224,misspecified_dag_100,53,30,200,0.75,0.5,1.0,435,435,1,535,24,0.3895131086142322,716.0,94870.0,135957.0,747.0
225,original_dag,53,30,230,0.75,0.5,0.0,0,4320,10,559,26,0.9874551971326165,2272.0,233204.0,5518.0,62.0
226,misspecified_dag_75,53,30,194,0.75,0.5,0.75,310,4320,10,559,26,0.4229390681003584,507.0,104397.0,135673.0,479.0
227,misspecified_dag_50,53,30,192,0.75,0.5,0.5,208,4320,10,559,26,0.45340501792114696,579.0,116601.0,123387.0,489.0
228,misspecified_dag_25,53,30,222,0.75,0.5,0.25,100,4320,10,559,26,0.5913978494623656,918.0,158112.0,81475.0,551.0
229,misspecified_dag_100,53,30,179,0.75,0.5,1.0,409,4320,10,559,26,0.2616487455197133,317.0,79477.0,160840.0,422.0
230,original_dag,47,30,435,0.5,1.0,0.0,0,2175,5,436,18,0.9793103448275862,758.0,180202.0,8183.0,82.0
231,misspecified_dag_75,47,30,106,0.5,1.0,0.75,329,2175,5,436,18,0.13333333333333333,98.0,49057.0,139965.0,105.0
232,misspecified_dag_50,47,30,210,0.5,1.0,0.5,225,2175,5,436,18,0.22528735632183908,167.0,90313.0,98645.0,100.0
233,misspecified_dag_25,47,30,340,0.5,1.0,0.25,95,2175,5,436,18,0.3218390804597701,242.0,145918.0,42971.0,94.0
234,misspecified_dag_100,47,30,0,0.5,1.0,1.0,435,2175,5,436,18,0.09425287356321839,70.0,5150.0,183850.0,155.0
235,original_dag,42,30,435,0.5,1.0,0.0,0,435,1,436,13,0.8850574712643678,628.0,155102.0,33265.0,230.0
236,misspecified_dag_75,42,30,106,0.5,1.0,0.75,329,435,1,436,13,0.12873563218390804,138.0,49452.0,139512.0,123.0
237,misspecified_dag_50,42,30,207,0.5,1.0,0.5,228,435,1,436,13,0.21149425287356322,140.0,86860.0,102073.0,152.0
238,misspecified_dag_25,42,30,332,0.5,1.0,0.25,103,435,1,436,13,0.3471264367816092,231.0,132444.0,56403.0,147.0
239,misspecified_dag_100,42,30,0,0.5,1.0,1.0,435,435,1,436,13,0.06206896551724138,92.0,6868.0,182087.0,178.0
240,original_dag,39,30,328,0.25,0.75,0.0,0,2175,5,464,10,0.9978401727861771,896.0,199583.0,921.0,5.0
241,misspecified_dag_75,39,30,163,0.25,0.75,0.75,329,2175,5,464,10,0.16198704103671707,94.0,74912.0,126304.0,95.0
242,misspecified_dag_50,39,30,208,0.25,0.75,0.5,226,2175,5,464,10,0.20518358531317496,145.0,102178.0,98983.0,99.0
243,misspecified_dag_25,39,30,277,0.25,0.75,0.25,119,2175,5,464,10,0.35853131749460043,279.0,135843.0,65135.0,148.0
244,misspecified_dag_100,39,30,107,0.25,0.75,1.0,435,2175,5,464,10,0.09503239740820735,76.0,45761.0,155452.0,116.0
245,original_dag,42,30,115,0.75,0.25,0.0,0,2100,5,478,18,0.9790356394129979,1616.0,194431.0,4266.0,27.0
246,misspecified_dag_75,42,30,215,0.75,0.25,0.75,274,2100,5,478,18,0.3710691823899371,369.0,74997.0,124265.0,709.0
247,misspecified_dag_50,42,30,190,0.75,0.25,0.5,185,2100,5,478,18,0.5178197064989518,578.0,102454.0,96781.0,527.0
248,misspecified_dag_25,42,30,151,0.75,0.25,0.25,90,2100,5,478,18,0.6624737945492662,922.0,136931.0,62083.0,404.0
249,misspecified_dag_100,42,30,246,0.75,0.25,1.0,361,2100,5,478,18,0.21593291404612158,302.0,61231.0,138185.0,622.0
250,original_dag,38,30,328,0.25,0.75,0.0,0,2175,5,468,9,0.9957173447537473,903.0,196638.0,5531.0,73.0
251,misspecified_dag_75,38,30,167,0.25,0.75,0.75,329,2175,5,468,9,0.1284796573875803,82.0,70435.0,132456.0,172.0
252,misspecified_dag_50,38,30,241,0.25,0.75,0.5,207,2175,5,468,9,0.23768736616702354,183.0,109562.0,93243.0,157.0
253,misspecified_dag_25,38,30,299,0.25,0.75,0.25,105,2175,5,468,9,0.44325481798715205,477.0,144760.0,57730.0,178.0
254,misspecified_dag_100,38,30,107,0.25,0.75,1.0,435,2175,5,468,9,0.17130620985010706,294.0,49675.0,152992.0,184.0
255,original_dag,47,30,228,0.75,0.5,0.0,0,434,1,522,19,0.783109404990403,1064.0,204731.0,20164.0,155.0
256,misspecified_dag_75,47,30,215,0.75,0.5,0.75,325,434,1,522,19,0.28982725527831094,286.0,91410.0,133977.0,441.0
257,misspecified_dag_50,47,30,208,0.75,0.5,0.5,232,434,1,522,19,0.32821497120921306,330.0,107517.0,117911.0,356.0
258,misspecified_dag_25,47,30,208,0.75,0.5,0.25,114,434,1,522,19,0.4875239923224568,582.0,141651.0,83442.0,439.0
259,misspecified_dag_100,47,30,198,0.75,0.5,1.0,426,434,1,522,19,0.19577735124760076,223.0,73759.0,151730.0,402.0
260,original_dag,46,30,121,0.5,0.25,0.0,0,4290,10,533,20,0.9962406015037594,2000.0,224632.0,1580.0,16.0
261,misspecified_dag_75,46,30,234,0.5,0.25,0.75,303,4290,10,533,20,0.34022556390977443,362.0,88482.0,138709.0,675.0
262,misspecified_dag_50,46,30,199,0.5,0.25,0.5,214,4290,10,533,20,0.462406015037594,535.0,108525.0,118575.0,593.0
263,misspecified_dag_25,46,30,162,0.5,0.25,0.25,107,4290,10,533,20,0.693609022556391,1125.0,154751.0,71909.0,443.0
264,misspecified_dag_100,46,30,272,0.5,0.25,1.0,393,4290,10,533,20,0.18421052631578946,277.0,71011.0,156252.0,688.0
265,original_dag,35,30,93,0.5,0.25,0.0,0,4250,10,402,10,0.9975062344139651,1569.0,168856.0,0.0,0.0
266,misspecified_dag_75,35,30,227,0.5,0.25,0.75,268,4250,10,402,10,0.33915211970074816,332.0,71447.0,98104.0,542.0
267,misspecified_dag_50,35,30,182,0.5,0.25,0.5,185,4250,10,402,10,0.486284289276808,455.0,89770.0,79750.0,450.0
268,misspecified_dag_25,35,30,127,0.5,0.25,0.25,84,4250,10,402,10,0.6807980049875312,803.0,122705.0,46574.0,343.0
269,misspecified_dag_100,35,30,268,0.5,0.25,1.0,361,4250,10,402,10,0.16957605985037408,199.0,52332.0,117369.0,525.0
270,original_dag,57,30,110,1.0,0.25,0.0,0,434,1,664,29,0.6304675716440422,882.0,253047.0,33701.0,112.0
271,misspecified_dag_75,57,30,266,1.0,0.25,0.75,314,434,1,664,29,0.30165912518853694,450.0,108945.0,177792.0,555.0
272,misspecified_dag_50,57,30,218,1.0,0.25,0.5,216,434,1,664,29,0.4193061840120664,536.0,143335.0,143342.0,529.0
273,misspecified_dag_25,57,30,157,1.0,0.25,0.25,111,434,1,664,29,0.5399698340874811,761.0,191509.0,95002.0,470.0
274,misspecified_dag_100,57,30,314,1.0,0.25,1.0,424,434,1,664,29,0.20060331825037708,323.0,71281.0,215516.0,622.0
275,original_dag,59,30,336,1.0,0.75,0.0,0,4350,10,521,30,0.9903846153846154,1300.0,220740.0,4138.0,22.0
276,misspecified_dag_75,59,30,146,1.0,0.75,0.75,336,4350,10,521,30,0.12884615384615383,119.0,75801.0,150040.0,240.0
277,misspecified_dag_50,59,30,212,1.0,0.75,0.5,220,4350,10,521,30,0.22692307692307692,190.0,114730.0,111039.0,241.0
278,misspecified_dag_25,59,30,288,1.0,0.75,0.25,106,4350,10,521,30,0.45,498.0,158622.0,66849.0,231.0
279,misspecified_dag_100,59,30,99,1.0,0.75,1.0,435,4350,10,521,30,0.16923076923076924,198.0,51802.0,173874.0,326.0
280,original_dag,38,30,121,0.25,0.25,0.0,0,2145,5,499,12,0.9819277108433735,1751.0,209899.0,1980.0,12.0
281,misspecified_dag_75,38,30,234,0.25,0.25,0.75,303,2145,5,499,12,0.3152610441767068,313.0,81359.0,131387.0,583.0
282,misspecified_dag_50,38,30,199,0.25,0.25,0.5,214,2145,5,499,12,0.4538152610441767,456.0,100638.0,112050.0,498.0
283,misspecified_dag_25,38,30,162,0.25,0.25,0.25,107,2145,5,499,12,0.6465863453815262,898.0,139538.0,72810.0,396.0
284,misspecified_dag_100,38,30,272,0.25,0.25,1.0,393,2145,5,499,12,0.20682730923694778,207.0,66027.0,146822.0,586.0
285,original_dag,33,30,316,0.25,0.75,0.0,0,4340,10,448,5,1.0,794.0,193204.0,0.0,0.0
286,misspecified_dag_75,33,30,183,0.25,0.75,0.75,323,4340,10,448,5,0.10738255033557047,71.0,79048.0,114818.0,61.0
287,misspecified_dag_50,33,30,219,0.25,0.75,0.5,199,4340,10,448,5,0.14317673378076062,83.0,97810.0,96008.0,97.0
288,misspecified_dag_25,33,30,266,0.25,0.75,0.25,104,4340,10,448,5,0.36017897091722595,261.0,132498.0,61150.0,89.0
289,misspecified_dag_100,33,30,116,0.25,0.75,1.0,432,4340,10,448,5,0.058165548098434,41.0,46894.0,146996.0,67.0
290,original_dag,41,30,331,0.5,0.75,0.0,0,2175,5,468,12,0.9850107066381156,907.0,194766.0,7422.0,50.0
291,misspecified_dag_75,41,30,166,0.5,0.75,0.75,331,2175,5,468,12,0.12419700214132762,98.0,71820.0,131113.0,114.0
292,misspecified_dag_50,41,30,213,0.5,0.75,0.5,214,2175,5,468,12,0.17558886509635974,137.0,96999.0,105863.0,146.0
293,misspecified_dag_25,41,30,279,0.5,0.75,0.25,110,2175,5,468,12,0.37901498929336186,310.0,136988.0,65697.0,150.0
294,misspecified_dag_100,41,30,104,0.5,0.75,1.0,435,2175,5,468,12,0.08137044967880086,65.0,47102.0,155895.0,83.0
295,original_dag,37,30,328,0.25,0.75,0.0,0,4340,10,452,9,0.9933481152993349,1060.0,191066.0,3563.0,45.0
296,misspecified_dag_75,37,30,154,0.25,0.75,0.75,336,4340,10,452,9,0.14412416851441243,113.0,65733.0,129696.0,192.0
297,misspecified_dag_50,37,30,208,0.25,0.75,0.5,236,4340,10,452,9,0.22394678492239467,208.0,95404.0,99926.0,196.0
298,misspecified_dag_25,37,30,256,0.25,0.75,0.25,116,4340,10,452,9,0.34811529933481156,260.0,122863.0,72420.0,191.0
299,misspecified_dag_100,37,30,96,0.25,0.75,1.0,424,4340,10,452,9,0.09090909090909091,51.0,34676.0,160840.0,167.0
300,original_dag,42,30,104,0.5,0.25,0.0,0,4290,10,460,16,1.0,1842.0,195069.0,0.0,0.0
301,misspecified_dag_75,42,30,246,0.5,0.25,0.75,292,4290,10,460,16,0.3769063180827887,398.0,88189.0,107796.0,528.0
302,misspecified_dag_50,42,30,192,0.5,0.25,0.5,200,4290,10,460,16,0.5228758169934641,537.0,105492.0,90379.0,503.0
303,misspecified_dag_25,42,30,149,0.5,0.25,0.25,99,4290,10,460,16,0.710239651416122,982.0,140849.0,54719.0,361.0
304,misspecified_dag_100,42,30,281,0.5,0.25,1.0,385,4290,10,460,16,0.18518518518518517,262.0,69506.0,126562.0,581.0
305,original_dag,57,30,323,1.0,0.75,0.0,0,2170,5,523,29,0.9808429118773946,1377.0,217863.0,7233.0,75.0
306,misspecified_dag_75,57,30,163,1.0,0.75,0.75,314,2170,5,523,29,0.23180076628352492,314.0,84772.0,141099.0,363.0
307,misspecified_dag_50,57,30,218,1.0,0.75,0.5,215,2170,5,523,29,0.24521072796934865,281.0,111949.0,114069.0,249.0
308,misspecified_dag_25,57,30,269,1.0,0.75,0.25,106,2170,5,523,29,0.4885057471264368,536.0,146668.0,78977.0,367.0
309,misspecified_dag_100,57,30,104,1.0,0.75,1.0,427,2170,5,523,29,0.19923371647509577,253.0,54035.0,171937.0,323.0
310,original_dag,36,30,113,0.5,0.25,0.0,0,2125,5,443,11,0.9932126696832579,1669.0,184855.0,1324.0,2.0
311,misspecified_dag_75,36,30,232,0.5,0.25,0.75,271,2125,5,443,11,0.40271493212669685,371.0,83167.0,103853.0,459.0
312,misspecified_dag_50,36,30,190,0.5,0.25,0.5,179,2125,5,443,11,0.47737556561085975,496.0,96302.0,90590.0,462.0
313,misspecified_dag_25,36,30,167,0.5,0.25,0.25,104,2125,5,443,11,0.583710407239819,675.0,119991.0,66813.0,371.0
314,misspecified_dag_100,36,30,268,0.5,0.25,1.0,381,2125,5,443,11,0.17873303167420815,184.0,62138.0,124988.0,540.0
315,original_dag,53,30,336,0.75,0.75,0.0,0,4350,10,509,24,0.9921259842519685,1194.0,213182.0,6541.0,63.0
316,misspecified_dag_75,53,30,146,0.75,0.75,0.75,336,4350,10,509,24,0.22440944881889763,233.0,74951.0,145583.0,213.0
317,misspecified_dag_50,53,30,212,0.75,0.75,0.5,220,4350,10,509,24,0.26968503937007876,242.0,113550.0,106921.0,267.0
318,misspecified_dag_25,53,30,288,0.75,0.75,0.25,106,4350,10,509,24,0.39960629921259844,402.0,150982.0,69265.0,331.0
319,misspecified_dag_100,53,30,99,0.75,0.75,1.0,435,4350,10,509,24,0.11220472440944881,104.0,51712.0,168933.0,231.0
320,original_dag,59,30,435,1.0,1.0,0.0,0,4350,10,436,30,0.9793103448275862,1348.0,178742.0,9024.0,111.0
321,misspecified_dag_75,59,30,115,1.0,1.0,0.75,320,4350,10,436,30,0.22988505747126436,177.0,51588.0,137199.0,261.0
322,misspecified_dag_50,59,30,209,1.0,1.0,0.5,226,4350,10,436,30,0.31264367816091954,301.0,91919.0,96736.0,269.0
323,misspecified_dag_25,59,30,304,1.0,1.0,0.25,131,4350,10,436,30,0.39080459770114945,326.0,131479.0,57290.0,130.0
324,misspecified_dag_100,59,30,0,1.0,1.0,1.0,435,4350,10,436,30,0.12873563218390804,219.0,7176.0,181458.0,372.0
325,original_dag,50,30,435,0.5,1.0,0.0,0,435,1,436,21,0.8137931034482758,1065.0,139440.0,48471.0,249.0
326,misspecified_dag_75,50,30,97,0.5,1.0,0.75,338,435,1,436,21,0.2367816091954023,262.0,60203.0,128492.0,268.0
327,misspecified_dag_50,50,30,217,0.5,1.0,0.5,218,435,1,436,21,0.4068965517241379,368.0,90547.0,97885.0,425.0
328,misspecified_dag_25,50,30,330,0.5,1.0,0.25,105,435,1,436,21,0.5586206896551724,695.0,130240.0,58021.0,269.0
329,misspecified_dag_100,50,30,0,0.5,1.0,1.0,435,435,1,436,21,0.1103448275862069,147.0,24213.0,164630.0,235.0
330,original_dag,35,30,207,0.25,0.5,0.0,0,434,1,448,7,0.9194630872483222,1210.0,186530.0,6199.0,59.0
331,misspecified_dag_75,35,30,231,0.25,0.5,0.75,314,434,1,448,7,0.21476510067114093,163.0,85661.0,107932.0,242.0
332,misspecified_dag_50,35,30,215,0.25,0.5,0.5,196,434,1,448,7,0.3288590604026846,260.0,96739.0,96734.0,265.0
333,misspecified_dag_25,35,30,213,0.25,0.5,0.25,96,434,1,448,7,0.465324384787472,411.0,120726.0,72608.0,253.0
334,misspecified_dag_100,35,30,212,0.25,0.5,1.0,419,434,1,448,7,0.12080536912751678,82.0,70991.0,122632.0,293.0
335,original_dag,55,30,122,1.0,0.25,0.0,0,4320,10,501,28,0.978,1478.0,211522.0,2992.0,8.0
336,misspecified_dag_75,55,30,268,1.0,0.25,0.75,316,4320,10,501,28,0.31,332.0,74168.0,140952.0,548.0
337,misspecified_dag_50,55,30,230,1.0,0.25,0.5,218,4320,10,501,28,0.452,428.0,105572.0,109478.0,522.0
338,misspecified_dag_25,55,30,172,1.0,0.25,0.25,128,4320,10,501,28,0.652,808.0,134692.0,79966.0,534.0
339,misspecified_dag_100,55,30,294,1.0,0.25,1.0,416,4320,10,501,28,0.216,260.0,50740.0,164429.0,571.0
340,original_dag,39,30,108,0.5,0.25,0.0,0,429,1,485,13,0.8181818181818182,1381.0,200447.0,5783.0,25.0
341,misspecified_dag_75,39,30,240,0.5,0.25,0.75,292,429,1,485,13,0.378099173553719,428.0,85724.0,120921.0,563.0
342,misspecified_dag_50,39,30,199,0.5,0.25,0.5,191,429,1,485,13,0.44214876033057854,432.0,107984.0,98722.0,498.0
343,misspecified_dag_25,39,30,151,0.5,0.25,0.25,93,429,1,485,13,0.5805785123966942,693.0,142571.0,64020.0,352.0
344,misspecified_dag_100,39,30,280,0.5,0.25,1.0,388,429,1,485,13,0.2665289256198347,414.0,72186.0,134478.0,558.0
345,original_dag,51,30,103,1.0,0.25,0.0,0,2125,5,539,26,0.9609665427509294,1563.0,222245.0,4825.0,17.0
346,misspecified_dag_75,51,30,217,1.0,0.25,0.75,284,2125,5,539,26,0.4033457249070632,440.0,87792.0,139703.0,715.0
347,misspecified_dag_50,51,30,179,1.0,0.25,0.5,194,2125,5,539,26,0.5037174721189591,604.0,110224.0,117086.0,736.0
348,misspecified_dag_25,51,30,135,1.0,0.25,0.25,90,2125,5,539,26,0.6933085501858736,952.0,158834.0,68417.0,447.0
349,misspecified_dag_100,51,30,269,1.0,0.25,1.0,372,2125,5,539,26,0.24349442379182157,281.0,65355.0,162185.0,829.0
350,original_dag,55,30,118,1.0,0.25,0.0,0,4320,10,605,28,0.9768211920529801,2650.0,255258.0,2979.0,41.0
351,misspecified_dag_75,55,30,250,1.0,0.25,0.75,310,4320,10,605,28,0.46192052980132453,658.0,110478.0,148991.0,801.0
352,misspecified_dag_50,55,30,221,1.0,0.25,0.5,215,4320,10,605,28,0.46357615894039733,592.0,121416.0,138139.0,781.0
353,misspecified_dag_25,55,30,169,1.0,0.25,0.25,111,4320,10,605,28,0.6192052980132451,984.0,161492.0,97823.0,629.0
354,misspecified_dag_100,55,30,301,1.0,0.25,1.0,419,4320,10,605,28,0.2781456953642384,446.0,91362.0,168304.0,816.0
355,original_dag,59,30,331,1.0,0.75,0.0,0,435,1,537,30,0.6007462686567164,738.0,150950.0,80923.0,549.0
356,misspecified_dag_75,59,30,166,1.0,0.75,0.75,331,435,1,537,30,0.2966417910447761,462.0,88514.0,143656.0,528.0
357,misspecified_dag_50,59,30,213,1.0,0.75,0.5,214,435,1,537,30,0.44029850746268656,573.0,111451.0,120481.0,655.0
358,misspecified_dag_25,59,30,279,1.0,0.75,0.25,110,435,1,537,30,0.5634328358208955,852.0,143332.0,88389.0,587.0
359,misspecified_dag_100,59,30,104,1.0,0.75,1.0,435,435,1,537,30,0.21455223880597016,276.0,61364.0,171098.0,422.0
360,original_dag,57,30,234,1.0,0.5,0.0,0,4340,10,598,29,0.9932998324958124,2089.0,255815.0,1179.0,15.0
361,misspecified_dag_75,57,30,207,1.0,0.5,0.75,331,4340,10,598,29,0.22948073701842547,315.0,114309.0,144102.0,372.0
362,misspecified_dag_50,57,30,206,1.0,0.5,0.5,234,4340,10,598,29,0.25795644891122277,344.0,116668.0,141625.0,461.0
363,misspecified_dag_25,57,30,212,1.0,0.5,0.25,112,4340,10,598,29,0.4438860971524288,640.0,148610.0,109313.0,535.0
364,misspecified_dag_100,57,30,193,1.0,0.5,1.0,427,4340,10,598,29,0.19597989949748743,240.0,103041.0,155523.0,294.0
365,original_dag,41,30,435,0.5,1.0,0.0,0,435,1,436,12,0.9333333333333333,756.0,171939.0,16377.0,153.0
366,misspecified_dag_75,41,30,108,0.5,1.0,0.75,327,435,1,436,12,0.0896551724137931,78.0,49077.0,139954.0,116.0
367,misspecified_dag_50,41,30,211,0.5,1.0,0.5,224,435,1,436,12,0.2045977011494253,151.0,91199.0,97774.0,101.0
368,misspecified_dag_25,41,30,336,0.5,1.0,0.25,99,435,1,436,12,0.3839080459770115,297.0,137598.0,51181.0,149.0
369,misspecified_dag_100,41,30,0,0.5,1.0,1.0,435,435,1,436,12,0.05517241379310345,78.0,6447.0,182585.0,115.0
370,original_dag,59,30,435,1.0,1.0,0.0,0,4350,10,436,30,0.9816091954022989,1219.0,181046.0,6928.0,32.0
371,misspecified_dag_75,59,30,111,1.0,1.0,0.75,324,4350,10,436,30,0.1103448275862069,91.0,50369.0,138612.0,153.0
372,misspecified_dag_50,59,30,222,1.0,1.0,0.5,213,4350,10,436,30,0.20689655172413793,173.0,97267.0,91608.0,177.0
373,misspecified_dag_25,59,30,336,1.0,1.0,0.25,99,4350,10,436,30,0.4068965517241379,435.0,145290.0,43371.0,129.0
374,misspecified_dag_100,59,30,0,1.0,1.0,1.0,435,4350,10,436,30,0.11954022988505747,142.0,8123.0,180740.0,220.0
375,original_dag,59,30,435,1.0,1.0,0.0,0,4350,10,436,30,0.9747126436781609,1671.0,175374.0,12076.0,104.0
376,misspecified_dag_75,59,30,103,1.0,1.0,0.75,332,4350,10,436,30,0.2942528735632184,262.0,50633.0,138052.0,278.0
377,misspecified_dag_50,59,30,224,1.0,1.0,0.5,211,4350,10,436,30,0.367816091954023,338.0,96667.0,91949.0,271.0
378,misspecified_dag_25,59,30,312,1.0,1.0,0.25,123,4350,10,436,30,0.45057471264367815,439.0,131801.0,56717.0,268.0
379,misspecified_dag_100,59,30,0,1.0,1.0,1.0,435,4350,10,436,30,0.22528735632183908,341.0,11404.0,177016.0,464.0
380,original_dag,37,30,237,0.25,0.5,0.0,0,2175,5,479,8,0.997907949790795,1414.0,204126.0,2327.0,63.0
381,misspecified_dag_75,37,30,201,0.25,0.5,0.75,324,2175,5,479,8,0.19246861924686193,146.0,87328.0,120292.0,164.0
382,misspecified_dag_50,37,30,214,0.25,0.5,0.5,223,2175,5,479,8,0.27824267782426776,233.0,97279.0,110206.0,212.0
383,misspecified_dag_25,37,30,230,0.25,0.5,0.25,105,2175,5,479,8,0.4351464435146444,407.0,131043.0,76182.0,298.0
384,misspecified_dag_100,37,30,198,0.25,0.5,1.0,435,2175,5,479,8,0.16527196652719664,138.0,82556.0,125082.0,154.0
385,original_dag,44,30,104,0.75,0.25,0.0,0,4290,10,529,18,0.9981060606060606,1812.0,223116.0,1581.0,3.0
386,misspecified_dag_75,44,30,257,0.75,0.25,0.75,307,4290,10,529,18,0.3712121212121212,396.0,92004.0,133402.0,710.0
387,misspecified_dag_50,44,30,203,0.75,0.25,0.5,213,4290,10,529,18,0.48295454545454547,558.0,110850.0,114436.0,668.0
388,misspecified_dag_25,44,30,155,0.75,0.25,0.25,97,4290,10,529,18,0.6799242424242424,1010.0,157390.0,67671.0,441.0
389,misspecified_dag_100,44,30,295,0.75,0.25,1.0,399,4290,10,529,18,0.19696969696969696,295.0,69401.0,156049.0,767.0
390,original_dag,48,30,435,0.5,1.0,0.0,0,2175,5,436,19,0.9793103448275862,1216.0,171914.0,15936.0,159.0
391,misspecified_dag_75,48,30,111,0.5,1.0,0.75,324,2175,5,436,19,0.2482758620689655,316.0,58409.0,130266.0,234.0
392,misspecified_dag_50,48,30,211,0.5,1.0,0.5,224,2175,5,436,19,0.2988505747126437,256.0,91094.0,97615.0,260.0
393,misspecified_dag_25,48,30,329,0.5,1.0,0.25,106,2175,5,436,19,0.5149425287356322,449.0,137011.0,51532.0,233.0
394,misspecified_dag_100,48,30,0,0.5,1.0,1.0,435,2175,5,436,19,0.1632183908045977,316.0,21434.0,167285.0,190.0
395,original_dag,38,30,435,0.25,1.0,0.0,0,4350,10,436,9,1.0,649.0,188576.0,0.0,0.0
396,misspecified_dag_75,38,30,101,0.25,1.0,0.75,334,4350,10,436,9,0.03218390804597701,17.0,45223.0,143922.0,63.0
397,misspecified_dag_50,38,30,196,0.25,1.0,0.5,239,4350,10,436,9,0.06206896551724138,35.0,86095.0,103046.0,49.0
398,misspecified_dag_25,38,30,332,0.25,1.0,0.25,103,4350,10,436,9,0.2827586206896552,205.0,144650.0,44326.0,44.0
399,misspecified_dag_100,38,30,0,0.25,1.0,1.0,435,4350,10,436,9,0.03218390804597701,35.0,2575.0,186516.0,99.0
400,original_dag,51,30,115,1.0,0.25,0.0,0,4250,10,537,26,0.9701492537313433,1827.0,222221.0,3715.0,37.0
401,misspecified_dag_75,51,30,237,1.0,0.25,0.75,276,4250,10,537,26,0.3824626865671642,514.0,100790.0,125885.0,611.0
402,misspecified_dag_50,51,30,205,1.0,0.25,0.5,200,4250,10,537,26,0.47947761194029853,596.0,116788.0,109834.0,582.0
403,misspecified_dag_25,51,30,168,1.0,0.25,0.25,103,4250,10,537,26,0.6996268656716418,964.0,157156.0,69238.0,442.0
404,misspecified_dag_100,51,30,265,1.0,0.25,1.0,380,4250,10,537,26,0.22014925373134328,348.0,82732.0,144076.0,644.0
